To,From,Reason for Dishing,Date,Room
Mount Manu#3530,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,Jan-11-2022,🙏｜praise
alantv#0964,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,Jan-11-2022,🙏｜praise
Lalocripto.eth🏴#8138,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,Jan-11-2022,🙏｜praise
AnaTech#7412,Mount Manu#3530,for contributing to our Comms / T.E.A.M. WG,Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,Jan-11-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,Jan-11-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,Jan-11-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for the work they’ve done on the Rewards System research initiative,Jan-11-2022,🙏｜praise
anna-marie#8824,Mount Manu#3530,for sharing great sushi together with Chuy in their Mexico City rendezvous,Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for always being authentic and insightful,Jan-11-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for always being a wealth of knowledge,Jan-11-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for always being available for calls and collectively brainstorming regularly,Jan-11-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,for attending the brainstorming session around member onboarding,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for attending the brainstorming session around member onboarding,Jan-11-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,"for willing to hop into brainstorming sessions together with MS, even without much context or anticipation",Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",Jan-11-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",Jan-11-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,"for their work in Giveth, which energizes our whole community with giving vibes",Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for being super proactive and responsive in the Rewards channel,Jan-11-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,for being super proactive and responsive in the Rewards channel,Jan-11-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for being our bot & data guru that we can always reach out to for meaningful information and problem solving,Jan-11-2022,🙏｜praise
anna-marie#8824,Mount Manu#3530,for joining the Dec. 30th Community Call,Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"for being such an amazing leader: we all learn a lot from you all of the time; the way you carry meetings with such warmth, competence, and charisma is inspiring",Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"for the inspiration that you give everyone all the time; recently, the work you’ve done with Giveth is amazing and we’re all proud to be helping you",Jan-11-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for all the orientation work that you do: every time we do an orientation call you’re prepared and on point,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"for all the work that you do in the background: recording of calls, auditing the WGs, participation in almost all of the meetings",Jan-11-2022,🙏｜praise
liviade#1387,Mount Manu#3530,for all the work that you do in Soft Gov,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,"for the quiet work that I do in 0mega, and Comms",Jan-11-2022,🙏｜praise
Mert Ozd#6679,Mount Manu#3530,for carrying the torch for the 0mega WG,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for all the insights that you have and for all the time that you put into making the TEC great,Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for his leadership in Giveth and for the successful launch of the Giveconomy,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for all the work that they around Comms,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for all the work that they around Comms,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for all the work that they around Comms,Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for all the work that they around Comms,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for all the work that they around Comms,Jan-11-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for always helping out in the Comms WG,Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,"for all the project management work that they do (sometimes in the background, sometimes in the foreground)",Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"for all the project management work that they do (sometimes in the background, sometimes in the foreground)",Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for welcoming MorganicMovement into the community and showing her around,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for welcoming MorganicMovement into the community and showing her around,Jan-11-2022,🙏｜praise
BiancaGadelha#2667,Mount Manu#3530,for welcoming MorganicMovement into the community and showing her around,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for the work they did around the voter’s pamphlet task,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the awesome work they’ve done with Giveth,Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for the awesome work they’ve done with Giveth,Jan-11-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for the awesome work they’ve done with Giveth,Jan-11-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,for the awesome work they’ve done with Giveth,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for recording a lot of calls,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for transcribing and dishing the praise from the Community Calls,Jan-11-2022,🙏｜praise
BiancaGadelha#2667,Mount Manu#3530,for wanting to share her background in psychology with our community,Jan-11-2022,🙏｜praise
MorganicMovement 🍄#1085,Mount Manu#3530,for having a lot of experience around facilitating conflict management and for deciding to share that experience with Gravity and with the TEC,Jan-11-2022,🙏｜praise
Leen#8610,Mount Manu#3530,for jumping into Gravity with her conflict resolution experience,Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for being super organized and for being someone that delivers,Jan-11-2022,🙏｜praise
liviade#1387,Mount Manu#3530,"for being at the vanguard of governance systems and for internalizing that role with warmth, and humbleness in the most humane way possible",Jan-11-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,for helping a lot with all the bot coding and other programming tasks: you’ve made a huge impact in our community already and we thank you for it,Jan-11-2022,🙏｜praise
ALOYSIOUS#3049,Mount Manu#3530,for connecting so many communities together and for raising their voice to represent inclusion matters that are underrepresented within the space,Jan-11-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for introducing NVC to Juanka’s life,Jan-11-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for helping Gravity and Giveth and for all the work that they do,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the behind-the-scenes work that they do,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for the behind-the-scenes work that they do,Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for sharing with Juanka the odyssey that is creating a service DAO,Jan-11-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"for his willingness to travel to Colombia to visit Juanka and for being a cool dev, overall",Jan-11-2022,🙏｜praise
anna-marie#8824,Mount Manu#3530,for coming back to the TEC Community Call,Jan-11-2022,🙏｜praise
ZER8🧠#9093,Mount Manu#3530,for coining the phrase “you either need to read more or dream more to understand what we’re doing with the TEC”,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
bends#3537,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,"for crafting the voter’s pamphlet, which is/was a lot of work",Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for always covering the Stewards’ calls whenever Tam can’t make it (and for all the work that you do),Jan-11-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"for your dedication and enthusiasm, and for being such a warm welcomer of new users",Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for having taken the time to meet in person in Mexico City,Jan-11-2022,🙏｜praise
anna-marie#8824,Mount Manu#3530,for having taken the time to meet in person in Mexico City,Jan-11-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,for advancing the onboarding experience and their role as TEC guides,Jan-11-2022,🙏｜praise
GideonRo#3175,Mount Manu#3530,for advancing the onboarding experience and their role as TEC guides,Jan-11-2022,🙏｜praise
MS#4235,Mount Manu#3530,for advancing the onboarding experience and their role as TEC guides,Jan-11-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,for advancing the onboarding experience and their role as TEC guides,Jan-11-2022,🙏｜praise
MS#4235,Mount Manu#3530,"for your ability to work in Communitas and Rewards System, as well as with individual contributors",Jan-11-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for the conscientiousness and thoughtfulness that you bring to everything that you touch,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the Giveconomy launch (which was extraordinary),Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,for the Giveconomy launch (which was extraordinary),Jan-11-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,for the Giveconomy launch (which was extraordinary),Jan-11-2022,🙏｜praise
markop#2007,Mount Manu#3530,for the Giveconomy launch (which was extraordinary),Jan-11-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,for the Giveconomy launch (which was extraordinary),Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"because it’s cool to watch you lead T.E.A.M., which has grown substantially thanks to your stewardship",Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for all the heart that you put into every conversation and engagement and for observing things that are unheard and unseen and assessing them accordingly,Jan-11-2022,🙏｜praise
liviade#1387,Mount Manu#3530,"because the TEC’s culture owes a lot to your contributions, so much so that even when you’re not around your legacy both scaffolds and perfumes the work we do",Jan-11-2022,🙏｜praise
Mert Ozd#6679,Mount Manu#3530,for taking a lot of 0mega’s coordination tasks into his hands so that this WG’s efforts are incorporated into our overall structure,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,"because you care so much about the TEC and you’re always present and always available, not to mention because of all the beautiful graphics that you’ve made for us",Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"for how fast and effective you are, specifically for how quickly you completed the Laser Tag Multisig",Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for all the recordings that you guys assemble: now we have over a year of recordings,Jan-11-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for all the recordings that you guys assemble: now we have over a year of recordings,Jan-11-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for popping in and out of meetings and always offering insights and wisdom,Jan-11-2022,🙏｜praise
T Wells#9070,Mount Manu#3530,for working with the TEC to try and spread the word about our WGs,Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for introducing alantv to the TEC community,Jan-11-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for getting together this week to work on the animation and video production team for T.E.A.M.,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for getting together this week to work on the animation and video production team for T.E.A.M.,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the Rewards System forum post: it helped a lot of newcomers understand the initiative better,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for being open to quickly assist in conflicts and for having the right thing to say at the right time,Jan-11-2022,🙏｜praise
